HallwayType,TimeToSubway,SubwayStation,N_FacilitiesNearBy(ETC),N_FacilitiesNearBy(PublicOffice),N_SchoolNearBy(University),N_Parkinglot(Basement),YearBuilt,N_FacilitiesInApt,Size(sqf),SalePrice,Size(sqf)_bins,N_FacilitiesInApt_bins,N_FacilitiesNearBy(PublicOffice)_bins,N_SchoolNearBy(University)_bins
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,910,262831,501-1000,7,5,3
corridor,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,0.0,1978,3,903,156637,501-1000,3,3,2
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,241592,501-1000,7,5,4
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1387,328318,1001-1500,10,3,2
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,1160,292035,1001-1500,5,2,1
mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,1997,5,558,66371,501-1000,5,7,3
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,159292,501-1000,4,6,5
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,814,180530,501-1000,5,2,2
terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,903,199115,501-1000,4,3,1
mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,2003,5,907,175221,501-1000,5,7,3
mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,914,106194,501-1000,3,5,4
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,910,330973,501-1000,7,5,3
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,914,141592,501-1000,4,5,1
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1387,486725,1001-1500,10,3,2
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,151327,501-1000,7,5,4
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,1451,174336,1001-1500,4,6,5
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1387,464601,1001-1500,10,3,2
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,829,230088,501-1000,8,3,2
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1103,256637,1001-1500,4,2,2
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,1412,288495,1001-1500,5,1,2
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,576,132743,501-1000,3,7,5
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1103,209911,1001-1500,4,2,2
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,640,119469,501-1000,3,7,5
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,914,184070,501-1000,4,5,1
mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,1448,274336,1001-1500,3,5,4
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1643,389380,1501-2000,10,3,2
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,327433,501-1000,10,3,2
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,907,314159,501-1000,7,5,3
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,124778,501-1000,7,5,4
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,910,291150,501-1000,7,5,3
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,1184,280530,1001-1500,7,5,4
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,355,35398,0-500,3,7,5
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,1743,332743,1501-2000,5,1,2
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,171681,501-1000,7,5,4
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,1743,307964,1501-2000,5,1,2
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,205309,501-1000,10,3,2
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,636,200221,501-1000,5,2,2
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1131,146017,1001-1500,4,5,1
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,219469,501-1000,4,6,5
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,2056,367256,2001-2500,5,1,2
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,914,283185,501-1000,5,1,2
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1928,424778,1501-2000,10,3,2
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1483,380530,1001-1500,5,4,1
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,829,223008,501-1000,8,3,2
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1483,305309,1001-1500,5,4,1
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,179646,501-1000,7,5,4
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1131,163716,1001-1500,4,5,1
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,151327,501-1000,7,5,4
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,1184,202654,1001-1500,7,5,4
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,910,159292,501-1000,5,2,1
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,279646,501-1000,10,3,2
corridor,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,0.0,1978,3,903,119469,501-1000,3,3,2
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1419,268849,1001-1500,4,2,2
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1419,265486,1001-1500,4,2,2
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1103,213274,1001-1500,4,2,2
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,426,107345,0-500,7,5,3
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,349557,501-1000,10,3,2
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1394,245132,1001-1500,4,2,2
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,221238,501-1000,10,3,2
mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,1997,5,644,132743,501-1000,5,7,3
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,144247,501-1000,4,6,5
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1377,216814,1001-1500,4,5,1
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,818,150442,501-1000,5,1,2
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,128318,501-1000,4,6,5
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,818,141592,501-1000,5,1,2
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1131,243362,1001-1500,4,5,1
mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,914,212389,501-1000,3,5,4
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,829,227433,501-1000,8,3,2
corridor,5min~10min,Sin-nam,1.0,5.0,2.0,18.0,1986,3,910,92920,501-1000,3,5,2
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,910,278761,501-1000,5,2,1
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1448,341592,1001-1500,4,2,2
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1131,194690,1001-1500,4,5,1
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,1288,260176,1001-1500,4,6,5
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,1437,371681,1001-1500,5,1,2
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1928,415929,1501-2000,10,3,2
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,338938,501-1000,10,3,2
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,1167,252212,1001-1500,8,3,2
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,92920,501-1000,4,6,5
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,79646,501-1000,4,6,5
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,829,305309,501-1000,8,3,2
terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,903,307079,501-1000,4,3,1
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,640,75221,501-1000,3,7,5
mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,644,78318,501-1000,3,5,4
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,194690,501-1000,4,6,5
corridor,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,0.0,1978,3,903,117699,501-1000,3,3,2
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,96460,501-1000,4,6,5
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,829,219469,501-1000,8,3,2
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,98230,501-1000,4,6,5
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1103,274336,1001-1500,4,2,2
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,2337,212389,2001-2500,4,6,5
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,1288,261061,1001-1500,4,6,5
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,818,284955,501-1000,5,1,2
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,2337,283185,2001-2500,4,6,5
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,1451,192920,1001-1500,4,6,5
mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,644,137168,501-1000,3,5,4
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,910,287610,501-1000,5,2,2
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,92035,501-1000,4,6,5
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,914,196460,501-1000,5,1,2
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,910,146017,501-1000,5,2,2
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,198230,501-1000,7,5,4
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,910,200318,501-1000,5,2,1
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,237610,501-1000,10,3,2
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1313,149557,1001-1500,4,5,1
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,1743,448672,1501-2000,5,1,2
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1103,214601,1001-1500,4,2,2
terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,903,238938,501-1000,4,3,1
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1419,252212,1001-1500,4,2,2
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,300000,501-1000,7,5,4
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,260176,501-1000,7,5,4
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1643,530973,1501-2000,10,3,2
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,251327,501-1000,7,5,4
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,73053,501-1000,7,5,4
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1313,225663,1001-1500,4,5,1
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,309734,501-1000,10,3,2
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,238938,501-1000,4,6,5
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,252212,501-1000,7,5,4
mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,1997,5,914,114159,501-1000,5,7,3
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,914,238053,501-1000,8,3,2
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1377,190265,1001-1500,4,5,1
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,644,68141,501-1000,3,7,5
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,914,316371,501-1000,8,3,2
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1419,318584,1001-1500,4,2,2
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1394,209442,1001-1500,4,2,2
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,173893,501-1000,7,5,4
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,135840,501-1000,7,5,4
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1643,433628,1501-2000,10,3,2
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1483,442477,1001-1500,5,4,1
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,192035,501-1000,7,5,4
corridor,5min~10min,Sin-nam,1.0,5.0,2.0,18.0,1986,3,508,97345,501-1000,3,5,2
corridor,5min~10min,Banwoldang,0.0,3.0,2.0,108.0,2014,2,288,105840,0-500,2,3,2
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1103,210619,1001-1500,4,2,2
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,910,307079,501-1000,5,2,2
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,269911,501-1000,7,5,4
terraced,0-5min,Banwoldang,0.0,0.0,0.0,203.0,2014,10,1252,446902,1001-1500,10,0,0
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1419,250442,1001-1500,4,2,2
corridor,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,0.0,1978,3,903,115044,501-1000,3,3,2
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,636,97345,501-1000,5,2,2
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,910,183185,501-1000,5,2,2
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,355,52212,0-500,3,7,5
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,914,169026,501-1000,8,3,2
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,134513,501-1000,4,6,5
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1483,337168,1001-1500,5,4,1
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,119469,501-1000,7,5,4
terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,1192,265486,1001-1500,4,3,1
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1690,345132,1501-2000,5,4,1
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,124778,501-1000,7,5,4
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,640,267256,501-1000,9,7,5
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,907,250176,501-1000,7,5,3
mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,1997,5,558,128318,501-1000,5,7,3
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,355,86725,0-500,3,7,5
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1448,265486,1001-1500,4,2,2
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,914,242477,501-1000,5,1,2
mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,914,101769,501-1000,3,5,4
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,230088,501-1000,7,5,4
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,1437,234513,1001-1500,5,1,2
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,914,226548,501-1000,5,1,2
corridor,5min~10min,Daegu,2.0,5.0,0.0,76.0,1985,3,587,53097,501-1000,3,5,0
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1377,185840,1001-1500,4,5,1
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1131,247787,1001-1500,4,5,1
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,910,243362,501-1000,5,2,1
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,240707,501-1000,10,3,2
corridor,5min~10min,Daegu,2.0,5.0,0.0,76.0,1985,3,587,112831,501-1000,3,5,0
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,818,181858,501-1000,5,1,2
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,914,256637,501-1000,8,3,2
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,910,163716,501-1000,5,2,1
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1103,345132,1001-1500,4,2,2
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,265486,501-1000,7,5,4
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,914,296460,501-1000,4,2,2
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,910,327433,501-1000,7,5,3
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,910,201566,501-1000,5,2,1
corridor,5min~10min,Daegu,2.0,5.0,0.0,76.0,1985,3,587,48672,501-1000,3,5,0
mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,644,161061,501-1000,3,5,4
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1387,433628,1001-1500,10,3,2
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,203539,501-1000,10,3,2
corridor,5min~10min,Sin-nam,1.0,5.0,2.0,18.0,1986,3,508,106194,501-1000,3,5,2
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,1149,287610,1001-1500,5,1,2
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1387,420353,1001-1500,10,3,2
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,576,100000,501-1000,3,7,5
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,167256,501-1000,7,5,4
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,1160,262831,1001-1500,5,2,1
terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,903,187610,501-1000,4,3,1
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,914,191150,501-1000,5,1,2
terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,903,228318,501-1000,4,3,1
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1519,373893,1501-2000,10,3,2
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1448,323008,1001-1500,4,2,2
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,811,265486,501-1000,5,2,2
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1519,526548,1501-2000,10,3,2
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,1451,191150,1001-1500,4,6,5
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1131,187610,1001-1500,4,5,1
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,1184,327433,1001-1500,7,5,4
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,910,167256,501-1000,5,2,1
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,640,115044,501-1000,3,7,5
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,234513,501-1000,7,5,4
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,640,63716,501-1000,3,7,5
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,355,37168,0-500,3,7,5
corridor,5min~10min,Daegu,2.0,5.0,0.0,76.0,1985,3,498,44690,0-500,3,5,0
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1313,178761,1001-1500,4,5,1
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,910,345132,501-1000,7,5,3
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,1160,238938,1001-1500,5,2,1
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,914,330088,501-1000,9,7,5
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,158407,501-1000,7,5,4
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,910,318584,501-1000,5,2,2
corridor,5min~10min,Sin-nam,1.0,5.0,2.0,18.0,1986,3,508,57522,501-1000,3,5,2
corridor,5min~10min,Sin-nam,1.0,5.0,2.0,18.0,1986,3,451,53982,0-500,3,5,2
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,1451,184070,1001-1500,4,6,5
corridor,5min~10min,Daegu,2.0,5.0,0.0,76.0,1985,3,587,57522,501-1000,3,5,0
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,162831,501-1000,7,5,4
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,914,318584,501-1000,8,3,2
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1519,491150,1501-2000,10,3,2
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,914,305309,501-1000,4,2,2
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,814,274336,501-1000,5,2,2
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,1451,181415,1001-1500,4,6,5
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,829,260176,501-1000,8,3,2
corridor,5min~10min,Sin-nam,1.0,5.0,2.0,18.0,1986,3,508,56637,501-1000,3,5,2
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,146902,501-1000,7,5,4
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,829,210619,501-1000,8,3,2
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1394,212389,1001-1500,4,2,2
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,914,268141,501-1000,4,2,2
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,576,85840,501-1000,3,7,5
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,914,221238,501-1000,8,3,2
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,1167,281858,1001-1500,8,3,2
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1419,279646,1001-1500,4,2,2
corridor,5min~10min,Banwoldang,0.0,3.0,2.0,108.0,2014,2,288,100884,0-500,2,3,2
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1387,362831,1001-1500,10,3,2
terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,1192,242300,1001-1500,4,3,1
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1366,402654,1001-1500,4,2,2
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,191150,501-1000,7,5,4
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,910,252212,501-1000,5,2,2
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,1167,253982,1001-1500,8,3,2
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,104867,501-1000,4,6,5
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1131,158407,1001-1500,4,5,1
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1131,179646,1001-1500,4,5,1
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,137168,501-1000,4,6,5
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,175221,501-1000,4,6,5
mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,1997,5,644,71681,501-1000,5,7,3
terraced,0-5min,Banwoldang,0.0,0.0,0.0,203.0,2014,10,914,380530,501-1000,10,0,0
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,829,192035,501-1000,8,3,2
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,829,238053,501-1000,8,3,2
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1387,446902,1001-1500,10,3,2
corridor,5min~10min,Sin-nam,1.0,5.0,2.0,18.0,1986,3,451,68584,0-500,3,5,2
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,914,232743,501-1000,4,5,1
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,914,265486,501-1000,8,3,2
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,227433,501-1000,10,3,2
